crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Soybean,2017,Kharif,846.6,23.9,61.7,93.3,32.1,220.5,6.68,202.2,1,1,2.78
Cotton,2018,Kharif,756.9,27.1,74.8,171.5,34.9,255.8,7.06,278.61,0,1,1.91
Cotton,2017,Kharif,752.0,27.5,50.7,189.1,46.0,204.1,6.15,190.43,0,0,1.67
Maize,2020,Kharif,711.5,23.1,50.5,196.7,54.2,175.4,7.1,126.33,1,1,4.58
Rice,2020,Kharif,1500.0,28.3,80.9,138.1,40.0,232.1,5.95,220.85,0,1,3.4
Wheat,2021,Rabi,521.4,25.0,48.3,180.4,58.4,186.9,7.11,209.18,0,0,2.45
Maize,2023,Kharif,805.5,23.2,65.6,196.9,49.6,140.8,6.64,210.39,0,0,3.74
Turmeric,2016,Kharif,930.6,27.9,65.2,174.5,41.7,238.9,6.52,31.88,0,1,6.92
Soybean,2018,Kharif,707.3,23.0,69.7,119.7,43.4,112.4,6.49,408.84,1,0,1.82
Soybean,2018,Kharif,781.9,25.8,61.8,91.1,32.5,166.4,6.52,81.52,1,1,2.5
Cotton,2017,Kharif,774.0,29.0,57.5,165.9,28.6,250.5,7.24,348.88,0,1,1.78
Maize,2023,Kharif,866.5,27.9,67.0,243.4,43.0,300.6,5.62,273.25,0,0,4.09
Turmeric,2016,Kharif,1068.3,29.0,74.2,129.9,44.7,285.0,6.51,217.75,0,1,9.53
Soybean,2015,Kharif,699.3,28.3,69.1,108.7,58.9,211.6,6.64,445.07,1,0,3.44
Rice,2016,Kharif,1336.6,28.5,75.7,248.0,50.6,251.4,6.8,288.1,0,0,3.69
Maize,2023,Kharif,681.0,25.0,65.6,215.2,53.9,271.2,6.68,498.46,0,1,6.04
Rice,2018,Kharif,1362.5,30.4,82.1,141.6,53.5,233.1,7.65,88.15,0,1,3.68
Cotton,2018,Kharif,760.2,29.7,70.4,205.3,33.5,187.9,7.74,495.74,1,1,1.84
Wheat,2020,Rabi,400.0,21.8,60.5,172.8,64.2,222.3,7.07,342.63,1,1,3.73
Cotton,2017,Kharif,810.7,30.3,60.6,154.1,40.2,133.9,7.22,178.94,0,0,1.57
Rice,2023,Kharif,1289.3,29.9,81.5,190.9,29.0,235.2,6.89,195.56,0,0,2.84
Maize,2022,Kharif,617.9,27.4,73.8,218.6,53.6,280.4,7.22,158.3,0,1,5.3
Rice,2023,Kharif,1300.0,29.3,81.7,239.3,63.6,247.8,6.11,142.99,0,1,5.21
Wheat,2024,Rabi,458.5,20.7,68.5,181.4,56.4,235.4,7.64,148.54,1,1,3.54
Soybean,2017,Kharif,836.1,24.9,58.2,112.9,65.9,203.8,7.45,455.76,0,1,2.64
Soybean,2021,Kharif,843.8,26.7,65.0,127.7,49.7,151.6,6.51,159.67,1,1,4.06
Soybean,2021,Kharif,715.6,26.0,66.3,99.0,45.0,172.9,6.12,208.07,1,0,2.43
Rice,2020,Kharif,1373.2,30.4,88.6,171.4,45.6,274.5,6.27,30.22,1,1,5.01
Soybean,2017,Kharif,854.2,28.0,80.9,132.3,55.7,186.8,6.64,76.57,0,1,2.59
Cotton,2024,Kharif,834.8,30.5,40.1,195.9,50.3,253.6,6.61,493.89,0,1,1.93
Cotton,2015,Kharif,778.8,27.6,72.9,172.1,29.1,194.4,6.9,283.88,0,1,1.6
Wheat,2022,Rabi,630.8,22.9,59.2,299.5,63.9,220.1,7.16,277.79,1,1,4.95
Wheat,2020,Rabi,557.9,18.9,50.3,177.4,52.9,181.9,7.29,30.73,1,1,3.25
Soybean,2020,Kharif,790.3,26.3,64.2,146.4,77.5,162.0,6.24,193.17,1,1,3.86
Sugarcane,2021,Summer,1113.2,31.2,77.3,246.3,59.2,322.6,6.71,22.99,0,1,74.9
Soybean,2023,Kharif,714.9,26.5,58.3,116.0,45.8,163.5,7.0,30.49,1,1,3.49
Rice,2015,Kharif,1308.9,30.1,74.3,204.8,40.8,256.2,6.49,12.09,1,0,3.92
Cotton,2016,Kharif,710.7,30.4,78.5,200.3,51.6,195.8,6.93,314.24,1,1,2.26
Rice,2015,Kharif,1206.1,30.3,80.5,122.6,53.8,246.3,6.07,416.47,1,1,4.5
Cotton,2017,Kharif,706.1,26.8,58.4,125.0,31.6,279.9,7.83,198.6,0,0,1.7
Cotton,2023,Kharif,666.4,27.6,60.4,215.5,33.4,168.0,6.96,100.21,0,0,1.87
Wheat,2015,Rabi,700.7,22.7,40.3,242.4,56.2,196.0,7.19,67.46,0,1,2.76
Cotton,2016,Kharif,695.9,29.5,59.7,186.8,32.2,260.8,6.28,357.49,0,0,1.44
Maize,2023,Kharif,636.8,25.9,60.0,218.3,31.7,147.8,6.5,375.18,1,1,5.0
Rice,2021,Kharif,1255.0,29.5,89.4,234.9,42.5,195.5,5.84,361.81,1,1,4.2
Soybean,2017,Kharif,759.9,27.4,59.2,128.7,40.8,166.3,7.07,279.15,1,1,3.06
Cotton,2017,Kharif,715.3,24.4,76.1,185.3,45.1,158.4,7.05,451.71,0,0,1.21
Sugarcane,2023,Summer,995.2,35.9,75.1,235.0,55.5,371.7,7.35,76.79,0,0,47.19
Soybean,2017,Kharif,787.4,28.0,72.8,130.1,40.9,173.3,6.5,262.18,1,1,2.97
Maize,2020,Kharif,717.0,27.5,71.3,214.3,55.5,227.8,6.63,55.4,0,1,5.19
Sugarcane,2023,Summer,994.0,30.4,79.9,260.0,54.3,300.4,6.75,27.83,1,0,82.56
Maize,2021,Kharif,765.6,24.7,64.5,202.6,48.5,257.7,6.83,66.71,1,1,6.33
Soybean,2023,Kharif,620.9,29.9,63.4,100.9,26.0,195.8,6.03,410.46,1,1,2.12
Cotton,2022,Kharif,783.3,27.0,67.3,202.8,31.7,258.3,6.85,70.48,1,1,2.88
Cotton,2022,Kharif,803.2,28.8,48.5,188.4,22.9,260.5,6.47,197.17,0,0,1.53
Wheat,2023,Rabi,516.3,22.4,42.6,269.0,51.2,217.9,7.9,70.05,1,0,3.3
Rice,2015,Kharif,1315.1,30.4,77.0,183.4,50.4,208.1,6.94,69.54,0,0,4.07
Maize,2016,Kharif,741.7,25.6,67.6,165.2,48.2,122.9,6.87,1.11,1,1,4.44
Soybean,2015,Kharif,718.2,26.8,61.0,167.6,43.9,219.8,7.24,359.64,0,0,2.84
Maize,2017,Kharif,780.5,25.8,51.4,211.8,52.5,251.0,6.99,16.83,0,0,3.97
Soybean,2024,Kharif,711.3,28.3,72.0,100.4,42.4,118.0,6.6,173.44,0,1,2.17
Wheat,2020,Rabi,558.0,24.5,65.1,251.8,59.6,208.2,6.81,488.77,1,1,4.14
Soybean,2023,Kharif,841.2,27.4,69.1,126.4,47.6,180.3,6.64,36.2,1,0,3.01
Maize,2024,Kharif,719.4,27.1,73.4,274.8,37.4,172.6,6.8,251.73,0,1,5.28
Wheat,2020,Rabi,493.4,21.5,49.9,196.2,46.8,227.9,7.47,327.71,0,1,3.38
Cotton,2019,Kharif,814.6,27.9,54.6,144.7,43.9,267.3,7.47,71.46,1,0,2.39
Cotton,2015,Kharif,833.4,30.3,64.1,167.0,27.9,222.9,7.75,281.37,1,1,1.85
Wheat,2022,Rabi,586.9,20.2,37.4,231.7,31.6,154.0,6.28,293.67,0,1,1.89
Wheat,2024,Rabi,467.0,20.8,50.7,182.9,54.5,216.6,7.09,158.73,0,1,3.26
Cotton,2022,Kharif,782.4,27.2,63.0,204.2,27.1,228.3,7.24,357.63,0,1,2.22
Cotton,2018,Kharif,666.4,27.5,66.0,175.7,46.3,231.9,6.67,476.08,1,1,2.58
Wheat,2019,Rabi,445.0,20.8,64.0,237.7,59.5,141.8,6.83,95.98,1,1,3.54
Wheat,2022,Rabi,493.4,25.3,67.9,266.4,40.9,220.5,7.07,422.67,0,0,2.35
Wheat,2024,Rabi,534.6,20.3,36.1,263.0,59.5,279.2,7.48,298.62,0,0,3.32
Rice,2024,Kharif,1237.7,29.9,75.6,214.6,39.9,316.3,5.87,255.97,0,0,4.01
Maize,2017,Kharif,656.0,29.0,51.8,240.8,49.1,244.1,7.4,171.48,1,0,4.25
Cotton,2021,Kharif,733.3,29.0,77.5,162.6,35.1,216.3,7.23,423.93,0,1,1.58
Wheat,2022,Rabi,485.5,23.8,65.5,224.5,53.2,197.3,7.25,464.37,1,1,4.1
Cotton,2024,Kharif,809.9,28.2,49.8,213.5,52.1,210.0,7.15,83.96,0,1,3.2
Wheat,2019,Rabi,629.8,20.9,64.3,246.4,61.2,191.4,7.21,364.28,1,0,3.97
Soybean,2024,Kharif,733.7,28.2,65.2,117.3,67.0,263.7,6.69,368.83,0,1,4.04
Soybean,2022,Kharif,739.6,29.4,62.7,109.6,61.2,179.1,6.6,238.22,1,1,3.59
Maize,2023,Kharif,653.7,26.8,61.2,181.9,49.1,296.8,7.08,27.32,1,0,4.94
Wheat,2022,Rabi,613.6,22.4,40.4,262.0,55.6,160.0,7.26,308.99,1,0,3.66
Cotton,2020,Kharif,814.0,25.5,58.5,182.5,27.8,230.5,6.83,85.71,0,1,1.98
Sugarcane,2016,Summer,1119.5,32.9,73.9,300.0,64.5,368.1,6.88,189.12,1,0,90.65
Rice,2024,Kharif,1395.4,29.8,76.2,231.8,33.3,224.7,7.17,359.9,0,1,3.48
Cotton,2024,Kharif,671.7,27.3,56.8,175.9,43.1,196.5,7.19,472.16,1,1,2.83
Cotton,2024,Kharif,806.4,29.7,69.1,147.0,51.4,215.5,6.85,408.51,1,0,2.23
Soybean,2022,Kharif,636.4,25.3,59.8,116.7,46.3,129.5,6.54,314.11,1,1,2.47
Rice,2023,Kharif,1118.7,28.6,78.5,162.1,61.9,206.4,7.07,434.9,0,1,4.01
Cotton,2019,Kharif,884.5,28.4,68.8,173.8,36.8,158.6,6.76,145.33,0,1,1.83
Sugarcane,2022,Summer,1133.8,31.9,85.3,274.8,76.4,339.1,6.8,331.01,0,1,102.13
Wheat,2018,Rabi,572.8,23.3,50.6,190.1,38.6,243.6,7.02,378.71,1,1,3.74
Rice,2016,Kharif,1196.9,32.3,81.9,186.5,43.8,174.8,6.42,88.66,0,1,3.49
Soybean,2017,Kharif,795.8,29.6,69.7,80.0,46.3,146.1,6.75,261.25,0,1,2.05
Rice,2015,Kharif,1260.8,30.1,86.1,202.3,39.9,227.5,6.49,493.36,0,1,4.45
Wheat,2020,Rabi,570.2,24.5,46.6,191.1,68.3,263.8,6.34,476.12,1,1,3.74
Soybean,2019,Kharif,789.1,27.1,78.0,128.1,32.0,100.0,6.61,285.86,1,0,2.11
Cotton,2020,Kharif,788.2,27.8,57.5,188.0,34.8,227.1,6.76,65.48,0,1,1.94
Maize,2018,Kharif,875.7,27.3,68.9,237.6,52.1,218.4,6.78,119.91,0,1,5.0
Maize,2020,Kharif,651.3,26.2,78.1,209.0,40.3,242.1,7.04,462.99,1,1,6.23
Rice,2021,Kharif,1282.5,33.9,87.6,144.9,35.2,236.1,6.14,483.34,0,1,2.41
Soybean,2016,Kharif,856.2,27.2,73.4,111.1,60.4,171.3,7.04,4.39,1,1,3.21
Wheat,2024,Rabi,626.1,21.3,58.2,193.5,58.5,199.0,7.13,139.86,0,1,3.46
Soybean,2022,Kharif,694.1,28.8,57.0,84.2,28.9,217.9,6.81,438.97,0,1,1.94
Soybean,2022,Kharif,820.4,26.2,57.1,123.9,46.6,179.3,7.25,253.46,1,1,3.05
Soybean,2024,Kharif,924.9,29.3,49.1,165.4,32.0,242.7,6.43,222.65,0,1,2.43
Cotton,2024,Kharif,673.4,27.9,52.5,118.9,40.4,210.0,6.78,316.23,0,0,1.33
Cotton,2015,Kharif,873.0,25.0,62.0,164.1,39.4,283.8,7.32,228.08,0,1,2.14
Soybean,2016,Kharif,693.7,26.8,67.8,130.1,42.3,162.5,6.08,264.82,0,1,2.51
Cotton,2017,Kharif,781.1,28.8,51.6,203.1,50.4,259.8,6.93,244.78,0,1,2.33
Cotton,2021,Kharif,846.8,28.3,64.1,189.7,35.7,253.6,7.33,68.7,0,1,2.08
Soybean,2018,Kharif,676.3,23.5,70.3,194.1,60.8,209.2,6.94,232.54,1,1,3.54
Maize,2018,Kharif,847.9,26.3,64.2,227.2,49.4,154.4,6.55,20.93,0,1,4.95
Wheat,2015,Rabi,581.8,24.1,61.7,208.1,53.5,245.1,7.62,169.78,1,1,3.42
Cotton,2019,Kharif,829.7,28.0,63.1,263.3,40.3,190.6,7.24,70.71,1,1,2.51
Rice,2020,Kharif,1391.5,29.6,85.6,207.0,42.4,189.1,5.69,51.84,1,1,4.28
Cotton,2020,Kharif,714.8,28.1,58.7,178.1,43.9,248.3,6.91,201.17,1,1,2.87
Rice,2019,Kharif,1381.3,27.8,85.8,200.9,38.4,188.3,7.04,446.66,1,0,3.0
Rice,2024,Kharif,1304.0,31.3,87.4,207.0,44.4,243.2,5.95,309.52,1,1,4.69
Cotton,2021,Kharif,753.8,28.8,67.0,191.9,32.3,196.4,7.0,88.77,0,1,1.94
Rice,2015,Kharif,1244.6,30.5,75.8,230.4,29.4,252.6,6.08,377.66,0,1,3.74
Soybean,2024,Kharif,788.1,24.3,78.4,122.3,36.2,152.9,6.99,99.14,1,0,2.09
Maize,2018,Kharif,727.5,26.2,67.8,182.9,60.7,229.9,6.44,72.79,0,1,6.14
Rice,2021,Kharif,917.1,30.8,80.6,163.2,40.8,239.4,6.06,9.82,0,0,2.84
Rice,2024,Kharif,1213.6,30.4,80.7,163.6,60.6,167.2,6.81,343.65,0,1,4.0
Maize,2024,Kharif,592.9,28.3,73.5,184.3,40.0,251.2,6.77,225.19,1,1,4.88
Rice,2018,Kharif,1104.0,31.4,90.0,191.5,48.5,212.5,5.86,313.75,0,1,3.12
Rice,2018,Kharif,1214.1,28.8,86.9,173.8,43.2,192.9,6.27,457.99,0,1,4.06
Cotton,2017,Kharif,810.9,29.5,69.8,233.3,36.3,189.2,7.0,410.6,0,0,1.92
Soybean,2019,Kharif,775.4,28.9,57.1,95.6,58.4,169.4,6.16,250.52,0,1,2.29
Rice,2019,Kharif,1007.6,30.1,90.0,202.0,42.5,285.8,6.3,119.0,0,1,3.15
Cotton,2021,Kharif,766.4,25.7,53.6,183.9,34.3,280.2,6.21,373.46,0,1,2.09
Cotton,2021,Kharif,842.2,28.5,36.8,168.0,34.4,251.8,7.15,27.4,1,0,1.94
Cotton,2024,Kharif,844.5,32.4,51.4,156.0,38.0,183.6,7.05,457.51,0,1,1.85
Maize,2023,Kharif,833.2,25.7,58.2,222.8,33.7,229.2,6.81,83.12,0,1,4.14
Soybean,2018,Kharif,694.8,24.7,71.3,103.1,42.6,157.2,7.25,388.63,1,1,2.07
Soybean,2024,Kharif,824.5,26.5,67.2,126.3,58.1,177.3,6.45,52.71,1,0,3.33
Wheat,2018,Rabi,511.7,19.7,50.6,237.3,55.4,209.6,7.44,41.25,1,1,3.61
Soybean,2015,Kharif,975.8,27.5,71.1,80.0,60.5,210.0,6.38,137.5,0,1,2.53
Rice,2023,Kharif,1134.6,30.8,82.8,162.1,47.9,240.9,6.45,252.11,1,1,5.34
Cotton,2020,Kharif,813.9,29.2,65.3,181.9,48.9,260.8,6.67,133.85,0,0,2.26
Soybean,2024,Kharif,724.1,28.2,67.7,126.3,41.9,221.4,6.54,428.22,0,0,2.56
Soybean,2019,Kharif,767.5,25.0,56.7,145.7,58.0,180.5,6.7,118.61,1,1,3.38
Maize,2015,Kharif,768.8,32.0,60.3,180.1,60.8,213.2,7.24,237.8,0,1,3.57
Wheat,2020,Rabi,539.8,18.0,52.9,216.0,57.6,194.7,7.04,286.81,0,1,2.89
Soybean,2021,Kharif,606.9,25.5,64.3,98.5,41.9,235.4,6.95,162.25,0,1,2.56
Cotton,2019,Kharif,646.9,29.5,65.3,189.2,38.0,272.8,6.68,11.55,0,1,1.92
Soybean,2024,Kharif,789.1,30.1,64.3,80.0,45.8,130.1,6.78,134.5,0,0,1.85
Cotton,2015,Kharif,739.3,27.1,70.8,155.8,40.6,247.4,6.74,393.57,0,1,1.93
Rice,2024,Kharif,1290.9,28.9,79.9,197.3,42.0,201.1,6.59,266.89,0,1,4.41
Rice,2022,Kharif,1299.9,28.6,80.3,163.4,38.4,185.4,6.61,94.49,0,1,3.37
Wheat,2023,Rabi,437.9,21.2,48.3,155.4,62.9,202.2,6.64,103.16,1,1,3.78
Wheat,2015,Rabi,535.9,21.2,54.8,186.6,58.7,204.2,7.19,8.83,0,0,3.33
Cotton,2019,Kharif,665.0,26.0,60.0,172.4,32.3,268.4,6.74,460.1,1,0,2.01
Maize,2022,Kharif,774.3,28.3,61.0,209.4,41.8,189.3,6.34,183.91,0,0,4.09
Wheat,2019,Rabi,610.1,22.8,62.1,223.4,46.0,230.3,7.35,277.5,0,1,3.66
Rice,2024,Kharif,1321.3,29.4,77.5,184.9,44.2,249.7,6.36,6.27,0,1,4.65
Turmeric,2024,Kharif,893.1,30.8,80.1,185.1,54.4,234.3,6.39,237.02,0,0,8.94
Maize,2021,Kharif,794.2,27.3,65.3,194.3,43.9,165.2,7.36,387.77,1,1,4.9
Cotton,2022,Kharif,789.8,29.0,66.4,170.2,46.6,228.9,6.84,483.33,0,0,1.97
Soybean,2022,Kharif,949.1,27.3,72.6,119.0,60.0,147.9,6.93,11.83,1,0,3.06
Soybean,2015,Kharif,726.5,27.2,86.1,103.3,47.8,149.3,7.05,362.04,1,1,1.83
Cotton,2015,Kharif,786.7,26.3,58.2,190.5,41.8,190.8,6.6,489.48,0,0,1.9
Rice,2020,Kharif,1338.0,33.2,82.1,202.7,40.9,155.8,6.4,412.43,0,0,3.49
Sugarcane,2021,Summer,1169.8,36.3,84.7,252.5,80.0,259.3,6.55,105.32,1,1,81.62
Rice,2023,Kharif,1500.0,31.4,90.0,256.8,48.1,260.0,6.23,20.67,1,1,4.74
Cotton,2015,Kharif,654.5,31.9,58.5,176.5,46.5,276.4,7.46,363.91,1,0,2.0
Wheat,2015,Rabi,506.9,18.7,48.7,200.0,49.6,186.8,7.47,330.51,0,0,2.11
Sugarcane,2023,Summer,923.9,33.9,81.8,300.0,54.8,253.0,6.6,367.89,1,0,71.37
Rice,2024,Kharif,1496.5,33.5,71.6,203.0,41.6,259.7,6.59,440.94,0,1,3.58
Wheat,2020,Rabi,518.7,22.0,49.9,187.5,62.6,224.7,7.26,302.36,0,0,3.48
Sugarcane,2017,Summer,1219.1,33.4,82.9,251.3,68.1,323.8,7.22,405.92,0,1,68.95
Cotton,2017,Kharif,659.7,27.9,57.5,171.7,38.9,179.9,7.13,315.31,0,1,2.06
Soybean,2019,Kharif,702.1,28.4,63.1,123.7,51.0,195.3,6.79,66.19,0,0,2.88
Cotton,2015,Kharif,763.9,29.2,56.4,199.0,35.0,203.0,6.78,422.91,1,1,2.59
Maize,2016,Kharif,788.6,27.0,66.1,211.2,50.8,132.7,6.69,117.07,0,1,4.81
Wheat,2023,Rabi,482.2,21.6,57.2,216.8,55.2,227.8,6.37,43.97,1,1,4.34
Soybean,2021,Kharif,852.7,30.4,76.7,132.3,45.2,191.5,6.43,1.8,0,1,2.13
Soybean,2024,Kharif,765.9,27.9,59.5,144.8,51.8,188.9,6.24,281.49,0,0,2.58
Wheat,2015,Rabi,495.5,23.1,52.2,247.5,52.9,195.8,8.15,144.21,0,1,3.2
Wheat,2021,Rabi,553.7,23.4,61.1,192.9,63.1,170.4,7.04,183.65,1,1,4.14
Soybean,2024,Kharif,795.0,29.4,62.4,151.3,42.0,225.3,6.73,101.24,0,1,3.27
Wheat,2016,Rabi,588.9,19.1,68.6,238.0,41.2,180.6,6.85,473.98,0,1,2.48
Wheat,2018,Rabi,531.5,19.3,38.7,286.0,39.3,158.4,6.65,362.47,0,1,2.39
Cotton,2019,Kharif,737.7,30.5,62.2,215.7,33.5,263.7,7.17,148.79,1,1,2.53
Soybean,2022,Kharif,754.6,29.1,67.5,120.3,46.2,100.0,7.01,415.49,1,1,2.85
Soybean,2017,Kharif,792.0,29.1,76.3,89.6,63.6,158.8,6.97,37.3,1,0,2.52
Wheat,2021,Rabi,576.1,22.7,47.8,196.0,43.4,100.0,6.87,2.95,0,1,2.39
Cotton,2024,Kharif,772.3,25.0,67.8,237.2,28.5,209.6,6.7,428.66,0,0,1.66
Cotton,2015,Kharif,785.9,27.9,63.6,154.1,44.5,214.2,6.63,429.02,0,0,1.99
Cotton,2024,Kharif,799.3,28.4,55.9,194.3,26.0,198.4,7.09,57.51,1,1,2.41
Cotton,2023,Kharif,795.4,26.6,72.9,246.7,53.1,316.1,7.62,88.61,0,1,2.88
Soybean,2018,Kharif,665.7,26.5,72.0,126.5,49.8,174.5,6.44,57.31,1,1,2.97
Wheat,2015,Rabi,615.5,22.4,41.1,181.3,63.7,187.1,6.83,299.84,0,1,2.75
Cotton,2024,Kharif,900.9,28.5,61.3,181.2,51.1,222.1,6.83,183.25,0,1,2.52
Sugarcane,2017,Summer,1044.3,33.2,76.5,213.6,76.8,362.1,6.55,355.18,0,1,80.77
Sugarcane,2016,Summer,935.7,33.3,89.6,254.0,76.8,367.4,7.07,195.75,0,1,72.18
Soybean,2020,Kharif,760.5,27.2,55.1,126.0,57.3,113.8,7.12,36.8,0,1,2.6
Soybean,2016,Kharif,714.7,30.2,56.3,115.4,31.8,177.9,6.32,153.89,0,0,1.43
Rice,2019,Kharif,1243.6,31.4,76.1,92.5,51.2,233.2,6.34,383.85,0,1,2.69
Sugarcane,2024,Summer,1079.6,36.0,82.1,280.7,67.6,253.3,7.19,58.59,1,1,75.97
Maize,2023,Kharif,649.3,25.8,58.2,226.4,47.8,156.0,6.58,242.05,0,1,5.02
Sugarcane,2019,Summer,1254.7,29.7,85.9,265.4,69.0,258.2,6.41,425.41,1,1,78.53
Cotton,2015,Kharif,798.3,24.1,62.3,170.2,41.0,280.6,7.1,238.11,0,1,2.3
Cotton,2016,Kharif,793.4,30.0,51.2,153.6,28.3,139.5,7.72,122.23,1,0,1.28
Turmeric,2016,Kharif,803.3,31.8,65.1,161.2,51.4,314.4,6.45,149.78,0,1,6.06
Wheat,2023,Rabi,554.3,25.6,44.2,256.9,54.2,234.7,6.74,177.43,0,1,3.17
Maize,2015,Kharif,768.7,30.6,63.0,185.3,51.1,227.7,7.07,120.73,0,1,4.06
Maize,2023,Kharif,645.7,27.6,67.9,226.3,41.5,242.2,6.34,194.2,0,1,4.9
Rice,2021,Kharif,1207.6,27.9,74.6,259.1,58.4,289.0,6.88,247.18,0,1,5.15
Soybean,2019,Kharif,750.3,26.2,72.2,110.2,53.2,224.0,7.07,431.62,0,1,2.97
Soybean,2017,Kharif,802.3,25.8,65.2,147.2,56.9,189.6,7.08,242.41,0,0,2.72
Cotton,2016,Kharif,802.0,27.7,55.3,124.6,37.1,223.4,6.4,121.9,1,1,2.04
Wheat,2020,Rabi,580.1,22.4,52.3,260.6,58.2,149.5,6.85,155.61,0,0,3.34
Cotton,2024,Kharif,855.2,26.2,62.5,193.0,35.9,175.8,6.74,332.39,0,1,1.9
Cotton,2021,Kharif,877.6,27.5,53.8,151.9,30.5,216.6,6.99,453.82,0,1,2.01
Wheat,2020,Rabi,620.7,23.3,75.3,224.6,50.2,229.5,6.8,264.05,1,0,2.87
Wheat,2019,Rabi,516.4,23.6,32.3,246.6,37.6,178.7,7.74,309.29,1,0,2.49
Rice,2021,Kharif,1185.0,30.8,84.9,182.0,53.5,219.0,6.39,219.82,1,1,5.76
Cotton,2022,Kharif,641.3,27.7,39.4,171.2,37.9,233.3,6.21,228.59,0,1,1.47
Cotton,2016,Kharif,809.8,25.8,58.8,181.7,31.0,196.9,7.2,252.96,0,1,1.84
Wheat,2018,Rabi,445.2,22.1,57.7,279.9,60.2,186.0,6.78,397.54,0,0,3.04
Sugarcane,2022,Summer,905.8,33.5,83.6,210.9,56.4,276.6,6.67,429.38,0,1,63.81
Maize,2016,Kharif,721.4,23.4,66.0,195.3,51.4,224.5,6.66,409.89,1,0,4.81
Sugarcane,2016,Summer,1208.2,30.7,77.9,296.7,51.7,220.6,7.3,464.77,1,1,63.2
Sugarcane,2024,Summer,1081.0,34.0,76.6,273.2,74.1,288.6,6.69,481.99,1,0,88.45
Cotton,2015,Kharif,854.5,24.1,60.4,185.5,35.5,255.8,7.22,264.22,1,1,2.47
Rice,2016,Kharif,1210.2,31.1,78.9,201.0,49.1,200.7,6.84,320.05,0,1,3.53
Cotton,2020,Kharif,839.9,27.3,48.1,197.2,35.7,252.5,7.66,303.81,0,1,2.25
Soybean,2023,Kharif,752.5,29.6,58.5,158.2,60.4,190.6,6.05,95.0,0,0,2.97
Rice,2017,Kharif,1333.4,30.8,90.0,197.6,54.5,235.0,5.63,248.65,0,0,2.68
Wheat,2016,Rabi,496.4,19.9,51.6,248.8,43.8,200.7,6.78,260.06,0,1,3.49
Maize,2021,Kharif,628.9,29.6,76.1,227.2,55.9,165.2,7.62,290.3,1,0,4.03
Rice,2021,Kharif,1500.0,27.6,78.8,195.2,38.2,249.9,6.42,235.05,0,1,3.13
Soybean,2018,Kharif,717.1,27.5,69.3,85.5,32.0,102.2,6.41,272.16,0,0,1.43
Cotton,2017,Kharif,757.0,26.8,70.3,182.2,49.8,209.3,6.89,28.5,1,1,2.97
Maize,2015,Kharif,598.5,28.6,65.8,142.2,45.5,249.3,6.39,170.49,1,1,4.71
Turmeric,2017,Kharif,871.9,24.5,73.4,138.0,34.8,280.3,6.79,202.95,0,0,5.51
Rice,2015,Kharif,1211.6,30.1,86.8,204.8,36.0,241.1,6.68,146.42,0,1,4.0
Cotton,2015,Kharif,863.7,28.9,55.7,194.3,29.4,264.5,6.69,438.98,1,1,2.46
Turmeric,2018,Kharif,954.7,27.7,67.1,184.8,59.9,234.9,6.83,253.67,1,0,8.06
Wheat,2022,Rabi,502.2,20.1,55.8,278.6,59.4,242.9,6.27,57.32,1,1,3.94
Wheat,2022,Rabi,527.1,24.2,53.8,200.7,54.9,217.2,6.73,423.14,0,0,2.81
Maize,2023,Kharif,657.8,28.4,67.1,260.7,40.2,298.3,6.85,96.74,0,1,5.75
Wheat,2015,Rabi,625.5,19.1,48.6,255.0,50.2,233.1,6.58,271.75,0,1,2.81
Cotton,2018,Kharif,849.8,31.3,61.9,150.0,53.0,299.7,7.19,271.61,0,1,2.38
Wheat,2016,Rabi,558.3,22.2,44.5,188.6,65.8,217.7,6.96,412.49,1,1,3.93
Soybean,2016,Kharif,766.7,27.4,53.9,105.9,49.7,163.4,7.12,420.48,1,1,2.81
Sugarcane,2023,Summer,1228.5,30.3,73.8,238.6,49.2,329.5,7.39,95.56,1,0,58.93
Cotton,2022,Kharif,776.7,27.8,55.6,178.7,36.7,191.9,7.06,163.46,1,1,2.22
Soybean,2020,Kharif,631.4,28.7,70.7,143.9,62.2,257.1,7.13,344.88,0,0,2.8
Cotton,2022,Kharif,802.6,27.8,66.1,223.8,36.3,199.0,7.21,421.07,0,1,2.23
Turmeric,2016,Kharif,948.3,33.6,68.6,202.9,58.3,209.4,6.48,259.3,1,1,7.9
Maize,2024,Kharif,717.9,25.0,74.6,190.0,54.8,187.6,6.75,369.44,0,1,4.65
Cotton,2021,Kharif,825.6,31.1,69.8,177.1,37.3,207.6,7.05,178.29,0,0,1.38
Cotton,2019,Kharif,812.6,27.0,50.3,184.9,32.4,287.5,6.86,73.15,1,0,2.23
Wheat,2022,Rabi,528.8,23.7,60.7,239.9,71.1,216.8,8.3,90.64,1,1,3.77
Cotton,2022,Kharif,781.9,30.6,60.4,236.4,45.8,224.1,7.4,494.88,0,1,2.64
Wheat,2022,Rabi,572.0,22.0,59.1,173.1,67.3,240.1,7.37,289.01,1,1,4.81
Soybean,2019,Kharif,751.5,27.1,45.2,80.0,48.5,226.5,7.26,167.77,0,1,2.52
